Site,Year,Species,Band No,Date,Age,Sex,Fat,Wing,Mass,F tissue code,corr dD non-ex H,corr dD ex + non-ex H,C tissue code,Linear corr d13C,wt %C,wt %N,Linear corr d15N,,,,,,,,
MAD,2014,WOTH,2331-40816,04/18/14,SY,U,0,108,37.8,FMWO02b,no_data,no_data,CMWO02b,-24.68,46.80,14.79,5.50,,,,,,,,
MAD,2014,WOTH,2331-40819,04/18/14,SY,U,0,101,38.2,FMWO03a,-57.20,-14.98,CMWO03a,-23.94,45.59,14.22,6.18,,,,,,,,
MAD,2014,WOTH,2331-40819,04/18/14,SY,U,0,101,38.2,FMWO03b,no_data,no_data,CMWO03b,-22.36,46.58,14.67,7.14,,,,,,,,
MAD,2014,WOTH,2331-40824,04/19/14,SY,U,0,110,37.6,FMWO04,-55.99,-13.66,CMWO04,-23.74,45.21,14.65,7.30,,,,,,,,
MAD,2014,WOTH,2331-40828,04/19/14,AHY,U,1,109,37.5,FMWO05a,-40.09,3.68,CMWO05a,-24.15,46.52,14.31,5.14,,,,,,,,
MAD,2014,WOTH,2331-40828,04/19/14,AHY,U,1,109,37.5,FMWO05b,no_data,no_data,CMWO05b,-23.71,46.63,14.65,4.98,,,,,,,,
MAD,2014,WOTH,2331-40829,04/19/14,SY,U,0,98,35.3,FMWO06,-64.41,-22.84,CMWO06,-24.98,44.49,13.56,10.00,,,,,,,,
MAD,2014,WOTH,2331-40851,04/19/14,SY,U,1,102,40.2,FMWO07,-40.96,2.73,CMWO07,-23.30,43.90,13.96,6.95,,,,,,,,
MAD,2014,WOTH,2331-40852,04/19/14,SY,U,0,108,37.4,FMWO08,-60.29,-18.35,CMWO08,-25.22,44.54,14.12,9.35,,,,,,,,
MAD,2014,WOTH,2421-11259,03/29/14,ASY,U,2,105,46.8,FMWO09,-41.24,2.42,CMWO09,-23.81,46.64,14.82,5.58,,,,,,,,
MAD,2014,WOTH,2421-11260,03/29/14,SY,U,1,107,46.2,FMWO10a,-59.64,-17.64,CMWO10a,-23.22,39.95,12.05,8.01,,,,,,,,
MAD,2014,WOTH,2421-11267,04/07/14,ASY,U,3,107,41.7,FMWO11a,-37.80,6.18,CMWO11a,-23.70,42.61,13.22,6.03,,,,,,,,
MAD,2014,WOTH,2421-11267,04/07/14,ASY,U,3,107,41.7,FMWO11a,no_data,no_data,CMWO11b,-23.30,42.70,13.31,6.60,,,,,,,,
MAD,2014,WOTH,2421-11269,04/09/14,AHY,U,0,107,37.6,FMWO12a,-48.68,-5.69,CMWO12a,-23.50,44.73,13.89,5.29,,,,,,,,
MAD,2014,WOTH,2421-11269,04/09/14,AHY,U,0,107,37.6,FMWO12b,no_data,no_data,CMWO12b,-23.33,47.29,14.95,5.44,,,,,,,,
MAD,2014,WOTH,2421-11270,04/10/14,SY,U,1,113,45.9,FMWO13a,-44.89,-1.55,CMWO13a,-23.72,47.45,15.09,4.94,,,,,,,,
MAD,2014,WOTH,2421-11270,04/10/14,SY,U,1,113,45.9,FMWO13b,no_data,no_data,CMWO13b,-23.61,46.27,14.82,4.97,,,,,,,,
MAD,2014,WOTH,2421-11273,04/11/14,SY,U,0,102,42.0,FMWO14a,-52.31,-9.64,CMWO14a,-22.32,46.56,14.60,7.79,,,,,,,,
MAD,2014,WOTH,2421-11273,04/11/14,SY,U,0,102,42.0,FMWO14b,no_data,no_data,CMWO14b,-22.21,44.91,14.04,7.63,,,,,,,,
MAD,2014,WOTH,2421-34724,04/19/14,SY,U,1,112,42.0,FMWO15a,-67.21,-25.90,CMWO15a,-22.97,47.49,14.94,4.98,,,,,,,,
MAD,2014,WOTH,2421-34765,04/19/14,ASY,U,1,109,41.1,FMWO16a,-49.90,-7.01,CMWO16a,-24.11,43.53,13.92,5.12,,,,,,,,
MAD,2014,WOTH,2421-34765,04/19/14,ASY,U,1,109,41.1,FMWO16b,no_data,no_data,CMWO16b,-24.08,47.25,15.06,5.52,,,,,,,,
MAD,2014,WOTH,2421-34795,04/19/14,SY,U,2,111,41.2,FMWO17a,-52.76,-10.13,CMWO17a,-22.92,46.60,14.62,6.93,,,,,,,,
MAD,2014,WOTH,2421-34795,04/19/14,SY,U,2,111,41.2,FMWO17b,-52.76,-10.13,CMWO17b,-22.78,47.05,14.72,6.96,,,,,,,,
MAD,2014,WOTH,2531-90119,04/19/14,SY,U,1,102,38.4,FMWO18,-56.87,-14.61,CMWO18,-24.45,46.29,14.24,7.77,,,,,,,,
MAD,2014,WOTH,2531-90127,04/19/14,AHY,U,1,109,no_data,FMWO19a,-26.12,18.92,CMWO19a,-25.04,47.74,14.97,7.17,,,,,,,,
MAD,2014,WOTH,2531-90127,04/19/14,AHY,U,1,109,no_data,FMWO19b,-26.12,18.92,CMWO19b,-25.04,47.73,14.93,7.51,,,,,,,,
MAD,2014,WOTH,2531-90149,04/20/14,SY,U,0,105,39.4,FMWO20a,-48.87,-5.89,CMWO20a,-24.46,46.21,14.52,4.89,,,,,,,,
MAD,2014,WOTH,2331-40802,04/17/14,SY,U,0,106,35.0,FMWO01b,-69.32,-28.19,CMWO01b,no_data,no_data,no_data,no_data,,,,,,,,
MAD,2014,WOTH,2421-11260,03/29/14,SY,U,1,107,46.2,FMWO10b,-58.62,-16.52,CMWO10b,-23.53,38.91,11.27,7.60,,,,,,,,
MAD,2014,WOTH,2421-34724,04/19/14,SY,U,1,112,42.0,FMWO15b,-69.61,-28.51,CMWO15b,-23.05,47.96,15.26,5.19,,,,,,,,
MAD,2014,WOTH,2531-90149,04/20/14,SY,U,0,105,39.4,FMWO20b,-50.59,-7.77,CMWO20b,no_data,no_data,no_data,no_data,,,,,,,,
MAD,2014,WOTH,2531-90159,04/20/14,SY,U,0,108,38.5,FMWO21,-60.46,-18.53,CMWO21,-23.29,46.86,14.87,6.48,,,,,,,,
MAD,2014,WOTH,2531-90164,04/20/14,AHY,U,0,104,35.3,FMWO22,-59.03,-25.38,CMWO22,-23.54,46.47,15.05,9.21,,,,,,,,
MAD,2014,WOTH,2531-90185,04/20/14,SY,U,1,106,42.9,FMWO23a,-75.12,-43.19,CMWO23a,-23.35,47.74,15.23,4.98,,,,,,,,
MAD,2014,WOTH,2531-90185,04/20/14,SY,U,1,106,42.9,FMWO23b,no_data,no_data,CMWO23b,-23.53,47.22,15.10,4.81,,,,,,,,
MAD,2014,WOTH,2531-90186,04/20/14,SY,U,0,107,38.2,FMWO24a,-75.41,-43.51,CMWO24a,-23.83,48.30,15.10,5.70,,,,,,,,
MAD,2014,WOTH,2531-90186,04/20/14,SY,U,0,107,38.2,FMWO24b,no_data,no_data,CMWO24b,-23.53,48.37,15.44,5.72,,,,,,,,
MAD,2014,WOTH,2531-90191,04/20/14,AHY,U,1,112,41.4,FMWO25a,-73.12,-40.97,CMWO25a,-25.05,47.76,15.19,6.18,,,,,,,,
MAD,2014,WOTH,2531-90191,04/20/14,AHY,U,1,112,41.4,FMWO25b,no_data,no_data,CMWO25b,-25.12,46.96,14.74,5.75,,,,,,,,
MAD,2014,WOTH,2531-90192,04/20/14,SY,U,0,104,37.6,FMWO26a,-66.83,-34.01,CMWO26a,-23.76,45.42,13.82,7.87,,,,,,,,
MAD,2014,WOTH,2531-90192,04/20/14,SY,U,0,104,37.6,FMWO26b,no_data,no_data,CMWO26b,-23.36,46.52,14.28,7.38,,,,,,,,
MAD,2014,WOTH,2531-90195,04/21/14,AHY,U,1,107,33.1,FMWO27,-39.09,-3.33,CMWO27,-23.93,46.26,14.82,5.35,,,,,,,,
MAD,2014,WOTH,2641-63402,04/21/14,SY,U,1,107,42.0,FMWO28a,no_data,no_data,CMWO28a,-24.43,45.68,14.58,8.39,,,,,,,,
MAD,2014,WOTH,2641-63402,04/21/14,SY,U,1,107,42.0,FMWO28b,-73.95,-41.89,CMWO28b,-24.42,45.01,14.49,8.32,,,,,,,,
MAD,2014,WOTH,2641-63414,04/22/14,SY,U,2,108,42.5,FMWO29,-73.04,-40.89,CMWO29,-23.38,47.23,15.16,8.23,,,,,,,,
MAD,2014,WOTH,2641-96503,04/28/14,ASY,U,3,110,52.3,FMWO30a,-72.04,-39.77,CMWO30a,-23.69,47.03,15.10,8.76,,,,,,,,
MAD,2014,WOTH,2641-96503,04/28/14,ASY,U,3,110,52.3,FMWO30b,-73.67,-41.58,CMWO30b,no_data,no_data,no_data,no_data,,,,,,,,
MAD,2014,WOTH,2641-96514,04/28/14,SY,U,1,107,46.7,FMWO31a,-70.63,-38.22,CMWO31a,-22.26,43.56,13.01,9.98,,,,,,,,
MAD,2014,WOTH,2641-96514,04/28/14,SY,U,1,107,46.7,FMWO31b,no_data,no_data,CMWO31b,-21.86,45.17,13.89,9.70,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
